path_A,path_B,A_model,B_model,prompt,VQ,MQ,TA,Overall,fps_A,num_frames_A,fps_B,num_frames_B
videos/kling/kling_00290.mp4,videos/tongyi/tongyi_00290.mp4,kling,tongyi,"The camera captures a craftsman using traditional methods to create pottery, with the pottery wheel slowly spinning and the clay taking shape.",B,same,A,B,30.0,153.0,30.0,152.0
videos/kling/kling_00290.mp4,videos/minimax/minimax_00290.mp4,kling,minimax,"The camera captures a craftsman using traditional methods to create pottery, with the pottery wheel slowly spinning and the clay taking shape.",B,B,same,B,30.0,153.0,25.0,141.0
videos/kling/kling_00290.mp4,videos/opensora1.2/OpenSora1.2_00290.mp4,kling,opensora1.2,"The camera captures a craftsman using traditional methods to create pottery, with the pottery wheel slowly spinning and the clay taking shape.",same,same,same,A,30.0,153.0,24.0,102.0
videos/kling/kling_00290.mp4,videos/luma1.6/luma1.6_00290.mp4,kling,luma1.6,"The camera captures a craftsman using traditional methods to create pottery, with the pottery wheel slowly spinning and the clay taking shape.",same,same,A,A,30.0,153.0,24.0,121.0
videos/kling/kling_00291.mp4,videos/qingying/qingying_00291.mp4,kling,qingying,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,same,A,30.0,153.0,16.0,96.0
videos/kling/kling_00291.mp4,videos/tongyi/tongyi_00291.mp4,kling,tongyi,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",B,same,A,A,30.0,153.0,30.0,152.0
videos/kling/kling_00291.mp4,videos/kling1.5/kling1.5_00291.mp4,kling,kling1.5,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,same,B,30.0,153.0,30.0,153.0
videos/kling/kling_00291.mp4,videos/minimax/minimax_00291.mp4,kling,minimax,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,A,A,30.0,153.0,25.0,141.0
videos/kling/kling_00291.mp4,videos/easyanimatev4/Easyanimatev4_00291.mp4,kling,easyanimatev4,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,same,A,30.0,153.0,24.0,144.0
videos/kling/kling_00291.mp4,videos/luma/luma_00291.mp4,kling,luma,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,A,A,30.0,153.0,24.0,126.0
videos/kling/kling_00291.mp4,videos/luma1.6/luma1.6_00291.mp4,kling,luma1.6,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,A,A,30.0,153.0,24.0,121.0
videos/kling/kling_00291.mp4,videos/vidu/vidu_00291.mp4,kling,vidu,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,same,B,30.0,153.0,16.0,60.0
videos/kling/kling_00291.mp4,videos/gen3/gen3_00291.mp4,kling,gen3,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,A,A,30.0,153.0,24.0,128.0
videos/kling/kling_00291.mp4,videos/opensora1.2/OpenSora1.2_00291.mp4,kling,opensora1.2,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,A,A,30.0,153.0,24.0,102.0
videos/kling/kling_00291.mp4,videos/CogVideoX/Cog5B_00291.mp4,kling,CogVideoX,"The camera follows a young explorer through an abandoned urban building at night, exploring hidden corridors and forgotten spaces, with a mix of light and shadow creating a mysterious atmosphere.",same,same,A,A,30.0,153.0,8.0,49.0
videos/kling/kling_00292.mp4,videos/luma/luma_00292.mp4,kling,luma,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,same,A,30.0,153.0,24.0,126.0
videos/kling/kling_00292.mp4,videos/minimax/minimax_00292.mp4,kling,minimax,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,25.0,141.0
videos/kling/kling_00292.mp4,videos/easyanimatev4/Easyanimatev4_00292.mp4,kling,easyanimatev4,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,24.0,144.0
videos/kling/kling_00292.mp4,videos/qingying/qingying_00292.mp4,kling,qingying,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,16.0,96.0
videos/kling/kling_00292.mp4,videos/opensora1.2/OpenSora1.2_00292.mp4,kling,opensora1.2,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,24.0,102.0
videos/kling/kling_00292.mp4,videos/gen3/gen3_00292.mp4,kling,gen3,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,24.0,128.0
videos/kling/kling_00292.mp4,videos/kling1.5/kling1.5_00292.mp4,kling,kling1.5,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,B,B,30.0,153.0,30.0,153.0
videos/kling/kling_00292.mp4,videos/tongyi/tongyi_00292.mp4,kling,tongyi,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,30.0,152.0
videos/kling/kling_00292.mp4,videos/luma1.6/luma1.6_00292.mp4,kling,luma1.6,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,same,30.0,153.0,24.0,121.0
videos/kling/kling_00292.mp4,videos/vidu/vidu_00292.mp4,kling,vidu,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,same,30.0,153.0,16.0,60.0
videos/kling/kling_00292.mp4,videos/CogVideoX/Cog5B_00292.mp4,kling,CogVideoX,"The camera follows a skateboarder performing high-flying tricks on urban streets, capturing their interaction with the ground and the rush of speed.",same,same,A,A,30.0,153.0,8.0,49.0
videos/kling/kling_00293.mp4,videos/vidu/vidu_00293.mp4,kling,vidu,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",same,same,B,B,30.0,153.0,16.0,60.0
videos/kling/kling_00293.mp4,videos/gen3/gen3_00293.mp4,kling,gen3,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",B,same,A,A,30.0,153.0,24.0,128.0
videos/kling/kling_00293.mp4,videos/opensora1.2/OpenSora1.2_00293.mp4,kling,opensora1.2,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",same,same,A,A,30.0,153.0,24.0,102.0
videos/kling/kling_00293.mp4,videos/qingying/qingying_00293.mp4,kling,qingying,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",A,same,A,A,30.0,153.0,16.0,96.0
videos/kling/kling_00293.mp4,videos/CogVideoX/Cog5B_00293.mp4,kling,CogVideoX,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",A,same,A,A,30.0,153.0,8.0,49.0
videos/kling/kling_00293.mp4,videos/tongyi/tongyi_00293.mp4,kling,tongyi,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",B,same,A,A,30.0,153.0,30.0,152.0
videos/kling/kling_00293.mp4,videos/kling1.5/kling1.5_00293.mp4,kling,kling1.5,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",B,same,B,B,30.0,153.0,30.0,153.0
videos/kling/kling_00293.mp4,videos/luma1.6/luma1.6_00293.mp4,kling,luma1.6,"A robot prepares breakfast in a kitchen, the camera captures each precise movement and the process of food preparation.",same,same,B,A,30.0,153.0,24.0,121.0
videos/kling/kling_00294.mp4,videos/vidu/vidu_00294.mp4,kling,vidu,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,same,same,30.0,153.0,16.0,60.0
videos/kling/kling_00294.mp4,videos/easyanimatev4/Easyanimatev4_00294.mp4,kling,easyanimatev4,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,A,A,30.0,153.0,24.0,144.0
videos/kling/kling_00294.mp4,videos/gen3/gen3_00294.mp4,kling,gen3,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,A,A,30.0,153.0,24.0,128.0
videos/kling/kling_00294.mp4,videos/luma1.6/luma1.6_00294.mp4,kling,luma1.6,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,same,same,30.0,153.0,24.0,121.0
videos/kling/kling_00294.mp4,videos/minimax/minimax_00294.mp4,kling,minimax,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,same,same,30.0,153.0,25.0,141.0
videos/kling/kling_00294.mp4,videos/luma/luma_00294.mp4,kling,luma,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,A,A,30.0,153.0,24.0,126.0
videos/kling/kling_00294.mp4,videos/kling1.5/kling1.5_00294.mp4,kling,kling1.5,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,same,same,30.0,153.0,30.0,153.0
videos/kling/kling_00294.mp4,videos/tongyi/tongyi_00294.mp4,kling,tongyi,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",B,same,same,B,30.0,153.0,30.0,152.0
videos/kling/kling_00294.mp4,videos/CogVideoX/Cog5B_00294.mp4,kling,CogVideoX,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,A,A,30.0,153.0,8.0,49.0
videos/kling/kling_00294.mp4,videos/opensora1.2/OpenSora1.2_00294.mp4,kling,opensora1.2,"A street performer dances in a graffiti-filled alley, the low-angle camera capturing his movements and the city lights in the background.",same,same,A,same,30.0,153.0,24.0,102.0
videos/kling/kling_00295.mp4,videos/qingying/qingying_00295.mp4,kling,qingying,"The camera showcases a futuristic laboratory, with scientists operating complex equipment.",same,same,same,A,30.0,153.0,16.0,96.0
videos/kling/kling_00295.mp4,videos/gen3/gen3_00295.mp4,kling,gen3,"The camera showcases a futuristic laboratory, with scientists operating complex equipment.",same,same,same,B,30.0,153.0,24.0,128.0
videos/kling/kling_00295.mp4,videos/kling1.5/kling1.5_00295.mp4,kling,kling1.5,"The camera showcases a futuristic laboratory, with scientists operating complex equipment.",same,same,same,B,30.0,153.0,30.0,153.0
videos/kling/kling_00295.mp4,videos/luma/luma_00295.mp4,kling,luma,"The camera showcases a futuristic laboratory, with scientists operating complex equipment.",same,same,same,same,30.0,153.0,24.0,126.0
videos/kling/kling_00295.mp4,videos/luma1.6/luma1.6_00295.mp4,kling,luma1.6,"The camera showcases a futuristic laboratory, with scientists operating complex equipment.",same,same,same,same,30.0,153.0,24.0,121.0
videos/kling/kling_00295.mp4,videos/CogVideoX/Cog5B_00295.mp4,kling,CogVideoX,"The camera showcases a futuristic laboratory, with scientists operating complex equipment.",same,same,same,same,30.0,153.0,8.0,49.0
videos/kling/kling_00296.mp4,videos/vidu/vidu_00296.mp4,kling,vidu,"The camera captures a person lighting incense in a temple, with sunlight streaming through the windows, creating a solemn atmosphere.",same,same,B,B,30.0,153.0,16.0,60.0
videos/kling/kling_00296.mp4,videos/kling1.5/kling1.5_00296.mp4,kling,kling1.5,"The camera captures a person lighting incense in a temple, with sunlight streaming through the windows, creating a solemn atmosphere.",same,same,B,B,30.0,153.0,30.0,153.0
videos/kling/kling_00297.mp4,videos/luma1.6/luma1.6_00297.mp4,kling,luma1.6,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",A,same,same,A,30.0,153.0,24.0,121.0
videos/kling/kling_00297.mp4,videos/minimax/minimax_00297.mp4,kling,minimax,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",A,same,B,B,30.0,153.0,25.0,141.0
videos/kling/kling_00297.mp4,videos/gen3/gen3_00297.mp4,kling,gen3,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",A,same,same,A,30.0,153.0,24.0,128.0
videos/kling/kling_00297.mp4,videos/qingying/qingying_00297.mp4,kling,qingying,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",same,same,B,same,30.0,153.0,16.0,96.0
videos/kling/kling_00297.mp4,videos/opensora1.2/OpenSora1.2_00297.mp4,kling,opensora1.2,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",same,same,A,A,30.0,153.0,24.0,102.0
videos/kling/kling_00297.mp4,videos/easyanimatev4/Easyanimatev4_00297.mp4,kling,easyanimatev4,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",A,same,same,A,30.0,153.0,24.0,144.0
videos/kling/kling_00297.mp4,videos/luma/luma_00297.mp4,kling,luma,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",A,B,B,same,30.0,153.0,24.0,126.0
videos/kling/kling_00297.mp4,videos/CogVideoX/Cog5B_00297.mp4,kling,CogVideoX,"A woman in vintage attire flips through an old book in a classic café, the camera captures her movements and the steam rising from a cup of coffee.",A,same,B,same,30.0,153.0,8.0,49.0
videos/kling/kling_00298.mp4,videos/tongyi/tongyi_00298.mp4,kling,tongyi,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,same,same,30.0,153.0,30.0,152.0
videos/kling/kling_00298.mp4,videos/CogVideoX/Cog5B_00298.mp4,kling,CogVideoX,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,same,same,30.0,153.0,8.0,49.0
videos/kling/kling_00298.mp4,videos/qingying/qingying_00298.mp4,kling,qingying,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,same,same,30.0,153.0,16.0,96.0
videos/kling/kling_00298.mp4,videos/easyanimatev4/Easyanimatev4_00298.mp4,kling,easyanimatev4,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,same,same,30.0,153.0,24.0,144.0
videos/kling/kling_00298.mp4,videos/luma1.6/luma1.6_00298.mp4,kling,luma1.6,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,same,same,30.0,153.0,24.0,121.0
videos/kling/kling_00298.mp4,videos/vidu/vidu_00298.mp4,kling,vidu,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,A,B,30.0,153.0,16.0,60.0
videos/kling/kling_00298.mp4,videos/minimax/minimax_00298.mp4,kling,minimax,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,B,A,B,30.0,153.0,25.0,141.0
videos/kling/kling_00298.mp4,videos/opensora1.2/OpenSora1.2_00298.mp4,kling,opensora1.2,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,A,same,30.0,153.0,24.0,102.0
videos/kling/kling_00298.mp4,videos/kling1.5/kling1.5_00298.mp4,kling,kling1.5,"The camera captures a family gathered around the dinner table sharing a meal, warm light illuminating their smiling faces.",same,same,A,same,30.0,153.0,30.0,153.0
videos/kling/kling_00299.mp4,videos/easyanimatev4/Easyanimatev4_00299.mp4,kling,easyanimatev4,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,A,30.0,153.0,24.0,144.0
videos/kling/kling_00299.mp4,videos/minimax/minimax_00299.mp4,kling,minimax,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,B,30.0,153.0,25.0,141.0
videos/kling/kling_00299.mp4,videos/tongyi/tongyi_00299.mp4,kling,tongyi,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,B,30.0,153.0,30.0,152.0
videos/kling/kling_00299.mp4,videos/qingying/qingying_00299.mp4,kling,qingying,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,A,30.0,153.0,16.0,96.0
videos/kling/kling_00299.mp4,videos/luma1.6/luma1.6_00299.mp4,kling,luma1.6,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,A,30.0,153.0,24.0,121.0
videos/kling/kling_00299.mp4,videos/luma/luma_00299.mp4,kling,luma,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,A,30.0,153.0,24.0,126.0
videos/kling/kling_00299.mp4,videos/vidu/vidu_00299.mp4,kling,vidu,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,A,30.0,153.0,16.0,60.0
videos/kling/kling_00299.mp4,videos/CogVideoX/Cog5B_00299.mp4,kling,CogVideoX,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,same,A,30.0,153.0,8.0,49.0
videos/kling/kling_00299.mp4,videos/gen3/gen3_00299.mp4,kling,gen3,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",A,same,B,A,30.0,153.0,24.0,128.0
videos/kling/kling_00299.mp4,videos/opensora1.2/OpenSora1.2_00299.mp4,kling,opensora1.2,"The camera follows a diver through a vibrant coral reef, showcasing the diversity of marine life and the play of light through the water.",same,same,same,A,30.0,153.0,24.0,102.0
videos/kling/kling_00300.mp4,videos/CogVideoX/Cog5B_00300.mp4,kling,CogVideoX,"The camera follows a person standing alone by the lake, gazing at the distant sunset, with their reflection mirrored on the water’s surface.",same,same,A,same,30.0,153.0,8.0,49.0
videos/kling/kling_00300.mp4,videos/kling1.5/kling1.5_00300.mp4,kling,kling1.5,"The camera follows a person standing alone by the lake, gazing at the distant sunset, with their reflection mirrored on the water’s surface.",same,B,same,B,30.0,153.0,30.0,153.0
videos/kling/kling_00300.mp4,videos/luma1.6/luma1.6_00300.mp4,kling,luma1.6,"The camera follows a person standing alone by the lake, gazing at the distant sunset, with their reflection mirrored on the water’s surface.",same,same,same,A,30.0,153.0,24.0,121.0
videos/kling/kling_00300.mp4,videos/opensora1.2/OpenSora1.2_00300.mp4,kling,opensora1.2,"The camera follows a person standing alone by the lake, gazing at the distant sunset, with their reflection mirrored on the water’s surface.",B,same,same,A,30.0,153.0,24.0,102.0
videos/kling/kling_00300.mp4,videos/vidu/vidu_00300.mp4,kling,vidu,"The camera follows a person standing alone by the lake, gazing at the distant sunset, with their reflection mirrored on the water’s surface.",A,same,A,A,30.0,153.0,16.0,60.0
videos/kling/kling_00301.mp4,videos/luma1.6/luma1.6_00301.mp4,kling,luma1.6,"The camera follows an explorer trudging through a vast desert, showing the stark contrast between him and the endless sand dunes.",same,same,same,same,30.0,153.0,24.0,121.0
videos/kling/kling_00301.mp4,videos/qingying/qingying_00301.mp4,kling,qingying,"The camera follows an explorer trudging through a vast desert, showing the stark contrast between him and the endless sand dunes.",same,same,same,same,30.0,153.0,16.0,96.0
videos/kling/kling_00301.mp4,videos/kling1.5/kling1.5_00301.mp4,kling,kling1.5,"The camera follows an explorer trudging through a vast desert, showing the stark contrast between him and the endless sand dunes.",same,B,same,B,30.0,153.0,30.0,153.0
videos/kling/kling_00301.mp4,videos/vidu/vidu_00301.mp4,kling,vidu,"The camera follows an explorer trudging through a vast desert, showing the stark contrast between him and the endless sand dunes.",same,same,A,A,30.0,153.0,16.0,60.0
videos/kling/kling_00301.mp4,videos/easyanimatev4/Easyanimatev4_00301.mp4,kling,easyanimatev4,"The camera follows an explorer trudging through a vast desert, showing the stark contrast between him and the endless sand dunes.",same,same,A,same,30.0,153.0,24.0,144.0
videos/kling/kling_00301.mp4,videos/CogVideoX/Cog5B_00301.mp4,kling,CogVideoX,"The camera follows an explorer trudging through a vast desert, showing the stark contrast between him and the endless sand dunes.",same,same,same,same,30.0,153.0,8.0,49.0
videos/kling/kling_00302.mp4,videos/gen3/gen3_00302.mp4,kling,gen3,"The camera moves through a mysterious forest at night, where trees glow softly in the moonlight and fireflies dance around.",A,same,B,B,30.0,153.0,24.0,128.0
videos/kling/kling_00302.mp4,videos/tongyi/tongyi_00302.mp4,kling,tongyi,"The camera moves through a mysterious forest at night, where trees glow softly in the moonlight and fireflies dance around.",B,B,same,A,30.0,153.0,30.0,152.0
videos/kling/kling_00302.mp4,videos/luma1.6/luma1.6_00302.mp4,kling,luma1.6,"The camera moves through a mysterious forest at night, where trees glow softly in the moonlight and fireflies dance around.",same,same,B,A,30.0,153.0,24.0,121.0
videos/kling/kling_00303.mp4,videos/qingying/qingying_00303.mp4,kling,qingying,"The camera aerially captures snow-covered mountains, with sunlight breaking through the clouds to illuminate the peaks, showcasing a majestic natural landscape.",A,same,A,A,30.0,153.0,16.0,96.0
videos/kling/kling_00303.mp4,videos/easyanimatev4/Easyanimatev4_00303.mp4,kling,easyanimatev4,"The camera aerially captures snow-covered mountains, with sunlight breaking through the clouds to illuminate the peaks, showcasing a majestic natural landscape.",A,same,same,A,30.0,153.0,24.0,144.0
videos/kling/kling_00304.mp4,videos/gen3/gen3_00304.mp4,kling,gen3,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",A,B,A,A,30.0,153.0,24.0,128.0
videos/kling/kling_00304.mp4,videos/luma/luma_00304.mp4,kling,luma,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",A,B,A,A,30.0,153.0,24.0,126.0
videos/kling/kling_00304.mp4,videos/CogVideoX/Cog5B_00304.mp4,kling,CogVideoX,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",A,B,A,A,30.0,153.0,8.0,49.0
videos/kling/kling_00304.mp4,videos/kling1.5/kling1.5_00304.mp4,kling,kling1.5,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",B,B,A,B,30.0,153.0,30.0,153.0
videos/kling/kling_00304.mp4,videos/tongyi/tongyi_00304.mp4,kling,tongyi,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",B,B,A,A,30.0,153.0,30.0,152.0
videos/kling/kling_00304.mp4,videos/qingying/qingying_00304.mp4,kling,qingying,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",A,B,same,A,30.0,153.0,16.0,96.0
videos/kling/kling_00304.mp4,videos/vidu/vidu_00304.mp4,kling,vidu,"A close-up shot captures a flower blooming, from a bud to full blossom, with soft morning light in the background",A,same,A,A,30.0,153.0,16.0,60.0
videos/kling/kling_00305.mp4,videos/easyanimatev4/Easyanimatev4_00305.mp4,kling,easyanimatev4,"Generate a video where an autonomous vehicle detects and reacts to unpredictable pedestrian behavior, such as someone stepping into the street unexpectedly or a child running after a ball. The camera should capture the car’s sensor systems identifying the pedestrian and its smooth, controlled stop to avoid a collision. Include scenarios with animals crossing the road in urban, suburban, and rural settings, emphasizing the vehicle’s ability to detect and respond appropriately.",same,same,same,A,30.0,153.0,24.0,144.0
videos/kling/kling_00305.mp4,videos/vidu/vidu_00305.mp4,kling,vidu,"Generate a video where an autonomous vehicle detects and reacts to unpredictable pedestrian behavior, such as someone stepping into the street unexpectedly or a child running after a ball. The camera should capture the car’s sensor systems identifying the pedestrian and its smooth, controlled stop to avoid a collision. Include scenarios with animals crossing the road in urban, suburban, and rural settings, emphasizing the vehicle’s ability to detect and respond appropriately.",B,same,same,same,30.0,153.0,16.0,60.0
videos/kling/kling_00306.mp4,videos/kling1.5/kling1.5_00306.mp4,kling,kling1.5,"Develop a video that transitions between the world’s most famous cityscapes from past to present. Start with ancient cities like Rome and Athens, move to the industrial era with New York and London, and finally showcase modern cities like Dubai and Shanghai. Include dynamic transitions that show the evolution of architecture and infrastructure, with a focus on the contrast between old and new.",B,B,B,B,30.0,153.0,30.0,153.0
videos/kling/kling_00307.mp4,videos/opensora1.2/OpenSora1.2_00307.mp4,kling,opensora1.2,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",same,same,A,A,30.0,153.0,24.0,102.0
videos/kling/kling_00307.mp4,videos/minimax/minimax_00307.mp4,kling,minimax,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",same,B,same,B,30.0,153.0,25.0,141.0
videos/kling/kling_00307.mp4,videos/gen3/gen3_00307.mp4,kling,gen3,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",B,B,same,B,30.0,153.0,24.0,128.0
videos/kling/kling_00307.mp4,videos/luma1.6/luma1.6_00307.mp4,kling,luma1.6,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",B,B,A,B,30.0,153.0,24.0,121.0
videos/kling/kling_00307.mp4,videos/vidu/vidu_00307.mp4,kling,vidu,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",same,same,same,same,30.0,153.0,16.0,60.0
videos/kling/kling_00307.mp4,videos/qingying/qingying_00307.mp4,kling,qingying,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",same,same,A,B,30.0,153.0,16.0,96.0
videos/kling/kling_00307.mp4,videos/tongyi/tongyi_00307.mp4,kling,tongyi,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",B,B,B,B,30.0,153.0,30.0,152.0
videos/kling/kling_00307.mp4,videos/kling1.5/kling1.5_00307.mp4,kling,kling1.5,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",B,B,A,B,30.0,153.0,30.0,153.0
videos/kling/kling_00307.mp4,videos/easyanimatev4/Easyanimatev4_00307.mp4,kling,easyanimatev4,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",same,same,same,A,30.0,153.0,24.0,144.0
videos/kling/kling_00307.mp4,videos/CogVideoX/Cog5B_00307.mp4,kling,CogVideoX,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",B,B,same,B,30.0,153.0,8.0,49.0
videos/kling/kling_00307.mp4,videos/luma/luma_00307.mp4,kling,luma,"A close-up shot of a mother orangutan gently cradling its baby in the rainforest. The camera captures the tender expression on the mother’s face, the baby’s tiny fingers gripping her fur, and the quiet, intimate moment.",same,same,A,A,30.0,153.0,24.0,126.0
